Date,State0,State,DateT,Time,Value
18.01.2023,UA,RO,1/17/2023,23:00,352
18.01.2023,UA,RO,1/17/2023,23:00,0
18.01.2023,UA,RO,1/18/2023,0:00,353
18.01.2023,UA,RO,1/18/2023,0:00,0
18.01.2023,UA,RO,1/18/2023,1:00,364
18.01.2023,UA,RO,1/18/2023,1:00,0
18.01.2023,UA,RO,1/18/2023,2:00,345
18.01.2023,UA,RO,1/18/2023,2:00,0
18.01.2023,UA,RO,1/18/2023,4:00,270
18.01.2023,UA,RO,1/18/2023,4:00,0
18.01.2023,UA,RO,1/18/2023,5:00,290
18.01.2023,UA,RO,1/18/2023,5:00,0
18.01.2023,UA,RO,1/18/2023,6:00,374
18.01.2023,UA,RO,1/18/2023,6:00,0
18.01.2023,UA,RO,1/18/2023,7:00,342
18.01.2023,UA,RO,1/18/2023,7:00,0
18.01.2023,UA,RO,1/18/2023,8:00,403
18.01.2023,UA,RO,1/18/2023,8:00,0
18.01.2023,UA,RO,1/18/2023,9:00,515
18.01.2023,UA,RO,1/18/2023,9:00,0
18.01.2023,UA,RO,1/18/2023,10:00,466
18.01.2023,UA,RO,1/18/2023,10:00,0
18.01.2023,UA,RO,1/18/2023,11:00,462
18.01.2023,UA,RO,1/18/2023,11:00,0
18.01.2023,UA,RO,1/18/2023,12:00,465
18.01.2023,UA,RO,1/18/2023,12:00,0
18.01.2023,UA,RO,1/18/2023,13:00,436
18.01.2023,UA,RO,1/18/2023,13:00,0
18.01.2023,UA,RO,1/18/2023,14:00,412
18.01.2023,UA,RO,1/18/2023,14:00,0
18.01.2023,UA,RO,1/18/2023,15:00,333
18.01.2023,UA,RO,1/18/2023,15:00,0
18.01.2023,UA,RO,1/18/2023,16:00,203
18.01.2023,UA,RO,1/18/2023,16:00,0
18.01.2023,UA,RO,1/18/2023,17:00,288
18.01.2023,UA,RO,1/18/2023,17:00,0
18.01.2023,UA,RO,1/18/2023,18:00,316
18.01.2023,UA,RO,1/18/2023,18:00,0
18.01.2023,UA,RO,1/18/2023,19:00,358
18.01.2023,UA,RO,1/18/2023,19:00,0
18.01.2023,UA,RO,1/18/2023,20:00,336
18.01.2023,UA,RO,1/18/2023,20:00,0
18.01.2023,UA,RO,1/18/2023,21:00,306
18.01.2023,UA,RO,1/18/2023,21:00,0
18.01.2023,UA,RO,1/18/2023,22:00,325
18.01.2023,UA,RO,1/18/2023,22:00,0
18.01.2023,UA,SK,1/17/2023,23:00,0
18.01.2023,UA,SK,1/17/2023,23:00,-249
18.01.2023,UA,SK,1/18/2023,0:00,0
18.01.2023,UA,SK,1/18/2023,0:00,-305
18.01.2023,UA,SK,1/18/2023,1:00,0
18.01.2023,UA,SK,1/18/2023,1:00,-330
18.01.2023,UA,SK,1/18/2023,2:00,0
18.01.2023,UA,SK,1/18/2023,2:00,-322
18.01.2023,UA,SK,1/18/2023,3:00,0
18.01.2023,UA,SK,1/18/2023,3:00,-261
18.01.2023,UA,SK,1/18/2023,4:00,0
18.01.2023,UA,SK,1/18/2023,4:00,-222
18.01.2023,UA,SK,1/18/2023,5:00,0
18.01.2023,UA,SK,1/18/2023,5:00,-192
18.01.2023,UA,SK,1/18/2023,6:00,0
18.01.2023,UA,SK,1/18/2023,6:00,-264
18.01.2023,UA,SK,1/18/2023,7:00,0
18.01.2023,UA,SK,1/18/2023,7:00,-206
18.01.2023,UA,SK,1/18/2023,8:00,0
18.01.2023,UA,SK,1/18/2023,8:00,-281
18.01.2023,UA,SK,1/18/2023,9:00,0
18.01.2023,UA,SK,1/18/2023,9:00,-369
18.01.2023,UA,SK,1/18/2023,10:00,0
18.01.2023,UA,SK,1/18/2023,10:00,-398
18.01.2023,UA,SK,1/18/2023,11:00,0
18.01.2023,UA,SK,1/18/2023,11:00,-390
18.01.2023,UA,SK,1/18/2023,12:00,0
18.01.2023,UA,SK,1/18/2023,12:00,-352
18.01.2023,UA,SK,1/18/2023,13:00,0
18.01.2023,UA,SK,1/18/2023,13:00,-337
18.01.2023,UA,SK,1/18/2023,14:00,0
18.01.2023,UA,SK,1/18/2023,14:00,-256
18.01.2023,UA,SK,1/18/2023,15:00,0
18.01.2023,UA,SK,1/18/2023,15:00,-131
18.01.2023,UA,SK,1/18/2023,16:00,12
18.01.2023,UA,SK,1/18/2023,16:00,0
18.01.2023,UA,SK,1/18/2023,17:00,0
18.01.2023,UA,SK,1/18/2023,17:00,-53
18.01.2023,UA,SK,1/18/2023,18:00,0
18.01.2023,UA,SK,1/18/2023,18:00,-91
18.01.2023,UA,SK,1/18/2023,19:00,0
18.01.2023,UA,SK,1/18/2023,19:00,-124
18.01.2023,UA,SK,1/18/2023,20:00,0
18.01.2023,UA,SK,1/18/2023,20:00,-107
18.01.2023,UA,SK,1/18/2023,21:00,0
18.01.2023,UA,SK,1/18/2023,21:00,-92
18.01.2023,UA,SK,1/18/2023,22:00,0
18.01.2023,UA,SK,1/18/2023,22:00,-146
18.01.2023,UA,MD,1/17/2023,23:00,450
18.01.2023,UA,MD,1/17/2023,23:00,0
18.01.2023,UA,MD,1/18/2023,0:00,506
18.01.2023,UA,MD,1/18/2023,0:00,0
18.01.2023,UA,MD,1/18/2023,1:00,537
18.01.2023,UA,MD,1/18/2023,1:00,0
18.01.2023,UA,MD,1/18/2023,2:00,499
18.01.2023,UA,MD,1/18/2023,2:00,0
18.01.2023,UA,MD,1/18/2023,3:00,538
18.01.2023,UA,MD,1/18/2023,3:00,0
18.01.2023,UA,MD,1/18/2023,4:00,472
18.01.2023,UA,MD,1/18/2023,4:00,0
18.01.2023,UA,MD,1/18/2023,5:00,395
18.01.2023,UA,MD,1/18/2023,5:00,0
18.01.2023,UA,MD,1/18/2023,6:00,378
18.01.2023,UA,MD,1/18/2023,6:00,0
18.01.2023,UA,MD,1/18/2023,7:00,404
18.01.2023,UA,MD,1/18/2023,7:00,0
18.01.2023,UA,MD,1/18/2023,8:00,493
18.01.2023,UA,MD,1/18/2023,8:00,0
18.01.2023,UA,MD,1/18/2023,9:00,440
18.01.2023,UA,MD,1/18/2023,9:00,0
18.01.2023,UA,MD,1/18/2023,10:00,465
18.01.2023,UA,MD,1/18/2023,10:00,0
18.01.2023,UA,MD,1/18/2023,11:00,493
18.01.2023,UA,MD,1/18/2023,11:00,0
18.01.2023,UA,MD,1/18/2023,12:00,382
18.01.2023,UA,MD,1/18/2023,12:00,0
18.01.2023,UA,MD,1/18/2023,13:00,395
18.01.2023,UA,MD,1/18/2023,13:00,0
18.01.2023,UA,MD,1/18/2023,14:00,297
18.01.2023,UA,MD,1/18/2023,14:00,0
18.01.2023,UA,MD,1/18/2023,15:00,247
18.01.2023,UA,MD,1/18/2023,15:00,0
18.01.2023,UA,MD,1/18/2023,16:00,214
18.01.2023,UA,MD,1/18/2023,16:00,0
18.01.2023,UA,MD,1/18/2023,17:00,264
18.01.2023,UA,MD,1/18/2023,17:00,0
18.01.2023,UA,MD,1/18/2023,18:00,251
18.01.2023,UA,MD,1/18/2023,18:00,0
18.01.2023,UA,MD,1/18/2023,19:00,175
18.01.2023,UA,MD,1/18/2023,19:00,0
18.01.2023,UA,MD,1/18/2023,20:00,250
18.01.2023,UA,MD,1/18/2023,20:00,0
18.01.2023,UA,MD,1/18/2023,21:00,207
18.01.2023,UA,MD,1/18/2023,21:00,0
18.01.2023,UA,MD,1/18/2023,22:00,191
18.01.2023,UA,MD,1/18/2023,22:00,0
18.01.2023,UA,HU,1/17/2023,23:00,0
18.01.2023,UA,HU,1/17/2023,23:00,-525
18.01.2023,UA,HU,1/18/2023,0:00,0
18.01.2023,UA,HU,1/18/2023,0:00,-510
18.01.2023,UA,HU,1/18/2023,1:00,0
18.01.2023,UA,HU,1/18/2023,1:00,-492
18.01.2023,UA,HU,1/18/2023,2:00,0
18.01.2023,UA,HU,1/18/2023,2:00,-485
18.01.2023,UA,HU,1/18/2023,3:00,0
18.01.2023,UA,HU,1/18/2023,3:00,-421
18.01.2023,UA,HU,1/18/2023,4:00,0
18.01.2023,UA,HU,1/18/2023,4:00,-387
18.01.2023,UA,HU,1/18/2023,5:00,0
18.01.2023,UA,HU,1/18/2023,5:00,-417
18.01.2023,UA,HU,1/18/2023,6:00,0
18.01.2023,UA,HU,1/18/2023,6:00,-407
18.01.2023,UA,HU,1/18/2023,7:00,0
18.01.2023,UA,HU,1/18/2023,7:00,-425
18.01.2023,UA,HU,1/18/2023,8:00,0
18.01.2023,UA,HU,1/18/2023,8:00,-411
18.01.2023,UA,HU,1/18/2023,9:00,0
18.01.2023,UA,HU,1/18/2023,9:00,-430
18.01.2023,UA,HU,1/18/2023,10:00,0
18.01.2023,UA,HU,1/18/2023,10:00,-287
18.01.2023,UA,HU,1/18/2023,11:00,0
18.01.2023,UA,HU,1/18/2023,11:00,-322
18.01.2023,UA,HU,1/18/2023,12:00,0
18.01.2023,UA,HU,1/18/2023,12:00,-314
18.01.2023,UA,HU,1/18/2023,13:00,0
18.01.2023,UA,HU,1/18/2023,13:00,-373
18.01.2023,UA,HU,1/18/2023,14:00,0
18.01.2023,UA,HU,1/18/2023,14:00,-362
18.01.2023,UA,HU,1/18/2023,15:00,0
18.01.2023,UA,HU,1/18/2023,15:00,-393
18.01.2023,UA,HU,1/18/2023,16:00,0
18.01.2023,UA,HU,1/18/2023,16:00,-394
18.01.2023,UA,HU,1/18/2023,17:00,0
18.01.2023,UA,HU,1/18/2023,17:00,-449
18.01.2023,UA,HU,1/18/2023,18:00,0
18.01.2023,UA,HU,1/18/2023,18:00,-416
18.01.2023,UA,HU,1/18/2023,19:00,0
18.01.2023,UA,HU,1/18/2023,19:00,-381
18.01.2023,UA,HU,1/18/2023,20:00,0
18.01.2023,UA,HU,1/18/2023,20:00,-416
18.01.2023,UA,HU,1/18/2023,21:00,0
18.01.2023,UA,HU,1/18/2023,21:00,-431
18.01.2023,UA,HU,1/18/2023,22:00,0
18.01.2023,UA,HU,1/18/2023,22:00,-520
18.01.2023,UA,PL,1/17/2023,23:00,0
18.01.2023,UA,PL,1/17/2023,23:00,0
18.01.2023,UA,PL,1/18/2023,0:00,0
18.01.2023,UA,PL,1/18/2023,0:00,0
18.01.2023,UA,PL,1/18/2023,1:00,0
18.01.2023,UA,PL,1/18/2023,1:00,0
18.01.2023,UA,PL,1/18/2023,2:00,0
18.01.2023,UA,PL,1/18/2023,2:00,0
18.01.2023,UA,PL,1/18/2023,3:00,0
18.01.2023,UA,PL,1/18/2023,3:00,0
18.01.2023,UA,PL,1/18/2023,4:00,0
18.01.2023,UA,PL,1/18/2023,4:00,0
18.01.2023,UA,PL,1/18/2023,5:00,0
18.01.2023,UA,PL,1/18/2023,5:00,0
18.01.2023,UA,PL,1/18/2023,6:00,0
18.01.2023,UA,PL,1/18/2023,6:00,0
18.01.2023,UA,PL,1/18/2023,7:00,0
18.01.2023,UA,PL,1/18/2023,7:00,0
18.01.2023,UA,PL,1/18/2023,8:00,0
18.01.2023,UA,PL,1/18/2023,8:00,0
18.01.2023,UA,PL,1/18/2023,9:00,0
18.01.2023,UA,PL,1/18/2023,9:00,0
18.01.2023,UA,PL,1/18/2023,10:00,0
18.01.2023,UA,PL,1/18/2023,10:00,0
18.01.2023,UA,PL,1/18/2023,11:00,0
18.01.2023,UA,PL,1/18/2023,11:00,0
18.01.2023,UA,PL,1/18/2023,12:00,0
18.01.2023,UA,PL,1/18/2023,12:00,0
18.01.2023,UA,PL,1/18/2023,13:00,0
18.01.2023,UA,PL,1/18/2023,13:00,0
18.01.2023,UA,PL,1/18/2023,14:00,0
18.01.2023,UA,PL,1/18/2023,14:00,0
18.01.2023,UA,PL,1/18/2023,15:00,0
18.01.2023,UA,PL,1/18/2023,15:00,0
18.01.2023,UA,PL,1/18/2023,16:00,0
18.01.2023,UA,PL,1/18/2023,16:00,0
18.01.2023,UA,PL,1/18/2023,17:00,0
18.01.2023,UA,PL,1/18/2023,17:00,0
18.01.2023,UA,PL,1/18/2023,18:00,0
18.01.2023,UA,PL,1/18/2023,18:00,0
18.01.2023,UA,PL,1/18/2023,19:00,0
18.01.2023,UA,PL,1/18/2023,19:00,0
18.01.2023,UA,PL,1/18/2023,20:00,0
18.01.2023,UA,PL,1/18/2023,20:00,0
18.01.2023,UA,PL,1/18/2023,21:00,0
18.01.2023,UA,PL,1/18/2023,21:00,0
18.01.2023,UA,PL,1/18/2023,22:00,0
18.01.2023,UA,PL,1/18/2023,22:00,0
17.01.2023,UA,RO,1/16/2023,23:00,225
17.01.2023,UA,RO,1/16/2023,23:00,0
17.01.2023,UA,RO,1/17/2023,0:00,266
17.01.2023,UA,RO,1/17/2023,0:00,0
17.01.2023,UA,RO,1/17/2023,1:00,238
17.01.2023,UA,RO,1/17/2023,1:00,0
17.01.2023,UA,RO,1/17/2023,2:00,232
17.01.2023,UA,RO,1/17/2023,2:00,0
17.01.2023,UA,RO,1/17/2023,3:00,152
17.01.2023,UA,RO,1/17/2023,3:00,0
17.01.2023,UA,RO,1/17/2023,4:00,0
17.01.2023,UA,RO,1/17/2023,4:00,-79
17.01.2023,UA,RO,1/17/2023,5:00,0
17.01.2023,UA,RO,1/17/2023,5:00,-156
17.01.2023,UA,RO,1/17/2023,6:00,0
17.01.2023,UA,RO,1/17/2023,6:00,-81
17.01.2023,UA,RO,1/17/2023,7:00,25
17.01.2023,UA,RO,1/17/2023,7:00,0
17.01.2023,UA,RO,1/17/2023,8:00,50
17.01.2023,UA,RO,1/17/2023,8:00,0
17.01.2023,UA,RO,1/17/2023,9:00,151
17.01.2023,UA,RO,1/17/2023,9:00,0
17.01.2023,UA,RO,1/17/2023,10:00,143
17.01.2023,UA,RO,1/17/2023,10:00,0
17.01.2023,UA,RO,1/17/2023,11:00,161
17.01.2023,UA,RO,1/17/2023,11:00,0
17.01.2023,UA,RO,1/17/2023,12:00,196
17.01.2023,UA,RO,1/17/2023,12:00,0
17.01.2023,UA,RO,1/17/2023,13:00,165
17.01.2023,UA,RO,1/17/2023,13:00,0
17.01.2023,UA,RO,1/17/2023,14:00,143
17.01.2023,UA,RO,1/17/2023,14:00,0
17.01.2023,UA,RO,1/17/2023,15:00,0
17.01.2023,UA,RO,1/17/2023,15:00,-8
17.01.2023,UA,RO,1/17/2023,16:00,21
17.01.2023,UA,RO,1/17/2023,16:00,0
17.01.2023,UA,RO,1/17/2023,17:00,119
17.01.2023,UA,RO,1/17/2023,17:00,0
17.01.2023,UA,RO,1/17/2023,18:00,217
17.01.2023,UA,RO,1/17/2023,18:00,0
17.01.2023,UA,RO,1/17/2023,19:00,203
17.01.2023,UA,RO,1/17/2023,19:00,0
17.01.2023,UA,RO,1/17/2023,20:00,186
17.01.2023,UA,RO,1/17/2023,20:00,0
17.01.2023,UA,RO,1/17/2023,21:00,264
17.01.2023,UA,RO,1/17/2023,21:00,0
17.01.2023,UA,RO,1/17/2023,22:00,373
17.01.2023,UA,RO,1/17/2023,22:00,0
17.01.2023,UA,SK,1/16/2023,23:00,0
17.01.2023,UA,SK,1/16/2023,23:00,-44
17.01.2023,UA,SK,1/17/2023,0:00,0
17.01.2023,UA,SK,1/17/2023,0:00,-117
17.01.2023,UA,SK,1/17/2023,1:00,0
17.01.2023,UA,SK,1/17/2023,1:00,-115
17.01.2023,UA,SK,1/17/2023,2:00,0
17.01.2023,UA,SK,1/17/2023,2:00,-106
17.01.2023,UA,SK,1/17/2023,3:00,0
17.01.2023,UA,SK,1/17/2023,3:00,-20
17.01.2023,UA,SK,1/17/2023,4:00,231
17.01.2023,UA,SK,1/17/2023,4:00,0
17.01.2023,UA,SK,1/17/2023,5:00,331
17.01.2023,UA,SK,1/17/2023,5:00,0
17.01.2023,UA,SK,1/17/2023,6:00,308
17.01.2023,UA,SK,1/17/2023,6:00,0
17.01.2023,UA,SK,1/17/2023,7:00,188
17.01.2023,UA,SK,1/17/2023,7:00,0
17.01.2023,UA,SK,1/17/2023,8:00,106
17.01.2023,UA,SK,1/17/2023,8:00,0
17.01.2023,UA,SK,1/17/2023,9:00,0
17.01.2023,UA,SK,1/17/2023,9:00,-5
17.01.2023,UA,SK,1/17/2023,10:00,0
17.01.2023,UA,SK,1/17/2023,10:00,-20
17.01.2023,UA,SK,1/17/2023,11:00,0
17.01.2023,UA,SK,1/17/2023,11:00,-98
17.01.2023,UA,SK,1/17/2023,12:00,0
17.01.2023,UA,SK,1/17/2023,12:00,-121
17.01.2023,UA,SK,1/17/2023,13:00,0
17.01.2023,UA,SK,1/17/2023,13:00,-57
17.01.2023,UA,SK,1/17/2023,14:00,2
17.01.2023,UA,SK,1/17/2023,14:00,0
17.01.2023,UA,SK,1/17/2023,15:00,184
17.01.2023,UA,SK,1/17/2023,15:00,0
17.01.2023,UA,SK,1/17/2023,16:00,157
17.01.2023,UA,SK,1/17/2023,16:00,0
17.01.2023,UA,SK,1/17/2023,17:00,49
17.01.2023,UA,SK,1/17/2023,17:00,0
17.01.2023,UA,SK,1/17/2023,18:00,0
17.01.2023,UA,SK,1/17/2023,18:00,-64
17.01.2023,UA,SK,1/17/2023,19:00,0
17.01.2023,UA,SK,1/17/2023,19:00,-59
17.01.2023,UA,SK,1/17/2023,20:00,0
17.01.2023,UA,SK,1/17/2023,20:00,-45
17.01.2023,UA,SK,1/17/2023,21:00,0
17.01.2023,UA,SK,1/17/2023,21:00,-112
17.01.2023,UA,SK,1/17/2023,22:00,0
17.01.2023,UA,SK,1/17/2023,22:00,-266
17.01.2023,UA,MD,1/16/2023,23:00,440
17.01.2023,UA,MD,1/16/2023,23:00,0
17.01.2023,UA,MD,1/17/2023,0:00,459
17.01.2023,UA,MD,1/17/2023,0:00,0
17.01.2023,UA,MD,1/17/2023,1:00,491
17.01.2023,UA,MD,1/17/2023,1:00,0
17.01.2023,UA,MD,1/17/2023,2:00,495
17.01.2023,UA,MD,1/17/2023,2:00,0
17.01.2023,UA,MD,1/17/2023,3:00,450
17.01.2023,UA,MD,1/17/2023,3:00,0
17.01.2023,UA,MD,1/17/2023,4:00,394
17.01.2023,UA,MD,1/17/2023,4:00,0
17.01.2023,UA,MD,1/17/2023,5:00,259
17.01.2023,UA,MD,1/17/2023,5:00,0
17.01.2023,UA,MD,1/17/2023,6:00,250
17.01.2023,UA,MD,1/17/2023,6:00,0
17.01.2023,UA,MD,1/17/2023,7:00,169
17.01.2023,UA,MD,1/17/2023,7:00,0
17.01.2023,UA,MD,1/17/2023,8:00,288
17.01.2023,UA,MD,1/17/2023,8:00,0
17.01.2023,UA,MD,1/17/2023,9:00,298
17.01.2023,UA,MD,1/17/2023,9:00,0
17.01.2023,UA,MD,1/17/2023,10:00,282
17.01.2023,UA,MD,1/17/2023,10:00,0
17.01.2023,UA,MD,1/17/2023,11:00,347
17.01.2023,UA,MD,1/17/2023,11:00,0
17.01.2023,UA,MD,1/17/2023,12:00,381
17.01.2023,UA,MD,1/17/2023,12:00,0
17.01.2023,UA,MD,1/17/2023,13:00,248
17.01.2023,UA,MD,1/17/2023,13:00,0
17.01.2023,UA,MD,1/17/2023,14:00,181
17.01.2023,UA,MD,1/17/2023,14:00,0
17.01.2023,UA,MD,1/17/2023,15:00,109
17.01.2023,UA,MD,1/17/2023,15:00,0
17.01.2023,UA,MD,1/17/2023,16:00,102
17.01.2023,UA,MD,1/17/2023,16:00,0
17.01.2023,UA,MD,1/17/2023,17:00,172
17.01.2023,UA,MD,1/17/2023,17:00,0
17.01.2023,UA,MD,1/17/2023,18:00,206
17.01.2023,UA,MD,1/17/2023,18:00,0
17.01.2023,UA,MD,1/17/2023,19:00,184
17.01.2023,UA,MD,1/17/2023,19:00,0
17.01.2023,UA,MD,1/17/2023,20:00,237
17.01.2023,UA,MD,1/17/2023,20:00,0
17.01.2023,UA,MD,1/17/2023,21:00,226
17.01.2023,UA,MD,1/17/2023,21:00,0
17.01.2023,UA,MD,1/17/2023,22:00,360
17.01.2023,UA,MD,1/17/2023,22:00,0
17.01.2023,UA,HU,1/16/2023,23:00,0
17.01.2023,UA,HU,1/16/2023,23:00,-596
17.01.2023,UA,HU,1/17/2023,0:00,0
17.01.2023,UA,HU,1/17/2023,0:00,-566
17.01.2023,UA,HU,1/17/2023,1:00,0
17.01.2023,UA,HU,1/17/2023,1:00,-559
17.01.2023,UA,HU,1/17/2023,2:00,0
17.01.2023,UA,HU,1/17/2023,2:00,-551
17.01.2023,UA,HU,1/17/2023,3:00,0
17.01.2023,UA,HU,1/17/2023,3:00,-497
17.01.2023,UA,HU,1/17/2023,4:00,0
17.01.2023,UA,HU,1/17/2023,4:00,-408
17.01.2023,UA,HU,1/17/2023,5:00,0
17.01.2023,UA,HU,1/17/2023,5:00,-359
17.01.2023,UA,HU,1/17/2023,6:00,0
17.01.2023,UA,HU,1/17/2023,6:00,-356
17.01.2023,UA,HU,1/17/2023,7:00,0
17.01.2023,UA,HU,1/17/2023,7:00,-368
17.01.2023,UA,HU,1/17/2023,8:00,0
17.01.2023,UA,HU,1/17/2023,8:00,-313
17.01.2023,UA,HU,1/17/2023,9:00,0
17.01.2023,UA,HU,1/17/2023,9:00,-342
17.01.2023,UA,HU,1/17/2023,10:00,0
17.01.2023,UA,HU,1/17/2023,10:00,-340
17.01.2023,UA,HU,1/17/2023,11:00,0
17.01.2023,UA,HU,1/17/2023,11:00,-347
17.01.2023,UA,HU,1/17/2023,12:00,0
17.01.2023,UA,HU,1/17/2023,12:00,-316
17.01.2023,UA,HU,1/17/2023,13:00,0
17.01.2023,UA,HU,1/17/2023,13:00,-318
17.01.2023,UA,HU,1/17/2023,14:00,0
17.01.2023,UA,HU,1/17/2023,14:00,-283
17.01.2023,UA,HU,1/17/2023,15:00,0
17.01.2023,UA,HU,1/17/2023,15:00,-259
17.01.2023,UA,HU,1/17/2023,16:00,0
17.01.2023,UA,HU,1/17/2023,16:00,-287
17.01.2023,UA,HU,1/17/2023,17:00,0
17.01.2023,UA,HU,1/17/2023,17:00,-316
17.01.2023,UA,HU,1/17/2023,18:00,0
17.01.2023,UA,HU,1/17/2023,18:00,-346
17.01.2023,UA,HU,1/17/2023,19:00,0
17.01.2023,UA,HU,1/17/2023,19:00,-346
17.01.2023,UA,HU,1/17/2023,20:00,0
17.01.2023,UA,HU,1/17/2023,20:00,-358
17.01.2023,UA,HU,1/17/2023,21:00,0
17.01.2023,UA,HU,1/17/2023,21:00,-408
17.01.2023,UA,HU,1/17/2023,22:00,0
17.01.2023,UA,HU,1/17/2023,22:00,-492
17.01.2023,UA,PL,1/16/2023,23:00,0
17.01.2023,UA,PL,1/16/2023,23:00,0
17.01.2023,UA,PL,1/17/2023,0:00,0
17.01.2023,UA,PL,1/17/2023,0:00,0
17.01.2023,UA,PL,1/17/2023,1:00,0
17.01.2023,UA,PL,1/17/2023,1:00,0
17.01.2023,UA,PL,1/17/2023,2:00,0
17.01.2023,UA,PL,1/17/2023,2:00,0
17.01.2023,UA,PL,1/17/2023,3:00,0
17.01.2023,UA,PL,1/17/2023,3:00,0
17.01.2023,UA,PL,1/17/2023,4:00,0
17.01.2023,UA,PL,1/17/2023,4:00,0
17.01.2023,UA,PL,1/17/2023,5:00,0
17.01.2023,UA,PL,1/17/2023,5:00,0
17.01.2023,UA,PL,1/17/2023,6:00,0
17.01.2023,UA,PL,1/17/2023,6:00,0
17.01.2023,UA,PL,1/17/2023,7:00,0
17.01.2023,UA,PL,1/17/2023,7:00,0
17.01.2023,UA,PL,1/17/2023,8:00,0
17.01.2023,UA,PL,1/17/2023,8:00,0
17.01.2023,UA,PL,1/17/2023,9:00,0
17.01.2023,UA,PL,1/17/2023,9:00,0
17.01.2023,UA,PL,1/17/2023,10:00,0
17.01.2023,UA,PL,1/17/2023,10:00,0
17.01.2023,UA,PL,1/17/2023,11:00,0
17.01.2023,UA,PL,1/17/2023,11:00,0
17.01.2023,UA,PL,1/17/2023,12:00,0
17.01.2023,UA,PL,1/17/2023,12:00,0
17.01.2023,UA,PL,1/17/2023,13:00,0
17.01.2023,UA,PL,1/17/2023,13:00,0
17.01.2023,UA,PL,1/17/2023,14:00,0
17.01.2023,UA,PL,1/17/2023,14:00,0
17.01.2023,UA,PL,1/17/2023,15:00,0
17.01.2023,UA,PL,1/17/2023,15:00,0
17.01.2023,UA,PL,1/17/2023,16:00,0
17.01.2023,UA,PL,1/17/2023,16:00,0
17.01.2023,UA,PL,1/17/2023,17:00,0
17.01.2023,UA,PL,1/17/2023,17:00,0
17.01.2023,UA,PL,1/17/2023,18:00,0
17.01.2023,UA,PL,1/17/2023,18:00,0
17.01.2023,UA,PL,1/17/2023,19:00,0
17.01.2023,UA,PL,1/17/2023,19:00,0
17.01.2023,UA,PL,1/17/2023,20:00,0
17.01.2023,UA,PL,1/17/2023,20:00,0
17.01.2023,UA,PL,1/17/2023,21:00,0
17.01.2023,UA,PL,1/17/2023,21:00,0
17.01.2023,UA,PL,1/17/2023,22:00,0
17.01.2023,UA,PL,1/17/2023,22:00,0
16.01.2023,UA,RO,1/15/2023,23:00,0
16.01.2023,UA,RO,1/15/2023,23:00,-41
16.01.2023,UA,RO,1/16/2023,0:00,0
16.01.2023,UA,RO,1/16/2023,0:00,-17
16.01.2023,UA,RO,1/16/2023,1:00,13
16.01.2023,UA,RO,1/16/2023,1:00,0
16.01.2023,UA,RO,1/16/2023,2:00,0
16.01.2023,UA,RO,1/16/2023,2:00,-9
16.01.2023,UA,RO,1/16/2023,3:00,0
16.01.2023,UA,RO,1/16/2023,3:00,-60
16.01.2023,UA,RO,1/16/2023,4:00,0
16.01.2023,UA,RO,1/16/2023,4:00,-200
16.01.2023,UA,RO,1/16/2023,5:00,0
16.01.2023,UA,RO,1/16/2023,5:00,-50
16.01.2023,UA,RO,1/16/2023,6:00,0
16.01.2023,UA,RO,1/16/2023,6:00,-97
16.01.2023,UA,RO,1/16/2023,7:00,0
16.01.2023,UA,RO,1/16/2023,7:00,-169
16.01.2023,UA,RO,1/16/2023,8:00,0
16.01.2023,UA,RO,1/16/2023,8:00,-150
16.01.2023,UA,RO,1/16/2023,9:00,0
16.01.2023,UA,RO,1/16/2023,9:00,-6
16.01.2023,UA,RO,1/16/2023,10:00,76
16.01.2023,UA,RO,1/16/2023,10:00,0
16.01.2023,UA,RO,1/16/2023,11:00,22
16.01.2023,UA,RO,1/16/2023,11:00,0
16.01.2023,UA,RO,1/16/2023,12:00,27
16.01.2023,UA,RO,1/16/2023,12:00,0
16.01.2023,UA,RO,1/16/2023,13:00,0
16.01.2023,UA,RO,1/16/2023,13:00,-76
16.01.2023,UA,RO,1/16/2023,14:00,0
16.01.2023,UA,RO,1/16/2023,14:00,-113
16.01.2023,UA,RO,1/16/2023,15:00,0
16.01.2023,UA,RO,1/16/2023,15:00,-132
16.01.2023,UA,RO,1/16/2023,16:00,0
16.01.2023,UA,RO,1/16/2023,16:00,-34
16.01.2023,UA,RO,1/16/2023,17:00,0
16.01.2023,UA,RO,1/16/2023,17:00,0
16.01.2023,UA,RO,1/16/2023,18:00,40
16.01.2023,UA,RO,1/16/2023,18:00,0
16.01.2023,UA,RO,1/16/2023,19:00,63
16.01.2023,UA,RO,1/16/2023,19:00,0
16.01.2023,UA,RO,1/16/2023,20:00,82
16.01.2023,UA,RO,1/16/2023,20:00,0
16.01.2023,UA,RO,1/16/2023,21:00,126
16.01.2023,UA,RO,1/16/2023,21:00,0
16.01.2023,UA,RO,1/16/2023,22:00,195
16.01.2023,UA,RO,1/16/2023,22:00,0
16.01.2023,UA,SK,1/15/2023,23:00,111
16.01.2023,UA,SK,1/15/2023,23:00,0
16.01.2023,UA,SK,1/16/2023,0:00,37
16.01.2023,UA,SK,1/16/2023,0:00,0
16.01.2023,UA,SK,1/16/2023,1:00,0
16.01.2023,UA,SK,1/16/2023,1:00,-8
16.01.2023,UA,SK,1/16/2023,2:00,18
